SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
100017,5704886,Closed,currency 1,-2151,0,-1785.0,-1785.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-1412,
100017,5704887,Closed,currency 1,-1750,0,-1439.0,-1439.0,,0,123318.0,,,0.0,Consumer credit,-1434,
100017,5704888,Closed,currency 1,-1413,0,-1274.0,-1274.0,,0,25231.5,,,0.0,Consumer credit,-1266,
100017,5704889,Closed,currency 1,-909,0,197.0,-738.0,0.0,0,315000.0,,,0.0,Credit card,-623,
100105,5707340,Closed,currency 1,-1583,0,-1341.0,-1149.0,,0,247500.0,,,0.0,Consumer credit,-1146,
100105,5707341,Closed,currency 1,-382,0,-13.0,-13.0,,0,362781.0,0.0,,0.0,Consumer credit,-13,
100105,5707342,Active,currency 1,-175,0,7.0,,0.0,0,98454.42,18774.0,0.0,0.0,Consumer credit,-19,
100105,5707343,Closed,currency 1,-1315,0,-949.0,-949.0,10080.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-949,
100105,5707344,Closed,currency 1,-1724,0,-1632.0,-1660.0,0.0,0,30600.0,0.0,0.0,0.0,Consumer credit,-1660,
100019,5832095,Active,currency 1,-495,0,10463.0,,0.0,0,270000.0,0.0,270000.0,0.0,Credit card,-46,27000.0
100019,5832096,Active,currency 1,-495,0,419.0,,0.0,0,450000.0,245470.14,0.0,0.0,Consumer credit,-7,27000.0
100037,5837511,Closed,currency 1,-1994,0,-1871.0,-1896.0,,0,54900.0,0.0,0.0,0.0,Consumer credit,-1695,0.0
100037,5837512,Closed,currency 1,-1552,0,-1369.0,-1361.0,,0,55242.0,0.0,0.0,0.0,Consumer credit,-929,0.0
100037,5837513,Closed,currency 1,-1247,0,-1063.0,-1094.0,,0,78907.5,0.0,0.0,0.0,Consumer credit,-1094,0.0
100037,5837514,Closed,currency 1,-1552,0,-1370.0,-1492.0,,0,66478.5,0.0,0.0,0.0,Consumer credit,-1492,0.0
100037,5837515,Closed,currency 1,-1551,0,-1369.0,-1369.0,,0,55242.0,0.0,,0.0,Consumer credit,-1274,0.0
100037,5837516,Active,currency 1,-1467,0,,,,0,108000.0,0.0,,0.0,Credit card,-994,
100037,5837517,Closed,currency 1,-2379,0,-2225.0,-2252.0,0.0,0,90000.0,0.0,0.0,0.0,Consumer credit,-2243,0.0
100093,5710748,Closed,currency 1,-557,0,-174.0,-174.0,0.0,0,90000.0,0.0,0.0,0.0,Consumer credit,-174,
100124,5795752,Closed,currency 1,-833,0,-317.0,-682.0,,0,382500.0,0.0,0.0,0.0,Consumer credit,-491,10612.485
100072,5892290,Closed,currency 1,-630,0,,-119.0,,0,252000.0,,,0.0,Consumer credit,-119,11250.0
100072,5892291,Closed,currency 1,-494,0,-314.0,-313.0,10368.495,0,62716.5,0.0,0.0,0.0,Consumer credit,-310,11250.0
100044,5057753,Closed,currency 1,-2729,0,-1624.0,-1781.0,0.0,0,225000.0,0.0,0.0,0.0,Credit card,-1781,
100044,5057755,Closed,currency 1,-2480,0,-1779.0,-1808.0,7425.0,0,106134.12,0.0,0.0,0.0,Consumer credit,-1808,
100044,5057756,Active,currency 1,-1827,0,660.0,,18406.935,0,135000.0,-130.005,418630.005,0.0,Credit card,-651,
100044,5057757,Active,currency 1,-1739,0,1178.0,,1125.0,0,22500.0,-78.885,247578.885,0.0,Credit card,-654,
100044,5057758,Active,currency 1,-403,0,509.0,,14310.0,0,279859.5,261509.49,0.0,0.0,Consumer credit,-218,
100044,5057759,Active,currency 1,-948,0,416.0,,,0,180000.0,173709.0,0.0,0.0,Credit card,-70,
100044,5057760,Active,currency 1,-773,0,1053.0,,,0,900000.0,648292.5,0.0,0.0,Consumer credit,-11,
100044,5057761,Closed,currency 1,-1634,0,-1486.0,-970.0,,0,360000.0,,,0.0,Consumer credit,-967,
100044,5057763,Active,currency 1,-83,0,648.0,,0.0,0,67500.0,64462.5,0.0,0.0,Consumer credit,-18,
100077,5059219,Closed,currency 1,-778,0,-650.0,-649.0,,0,225000.0,0.0,0.0,0.0,Credit card,-633,
100077,5059220,Closed,currency 1,-1186,0,-1002.0,-977.0,,0,96228.0,0.0,0.0,0.0,Consumer credit,-721,
100077,5059222,Active,currency 1,-148,0,,,0.0,0,270000.0,257926.5,12073.05,0.0,Credit card,-24,
100085,5059254,Closed,currency 1,-1114,0,-930.0,-926.0,,0,39096.0,0.0,0.0,0.0,Consumer credit,-926,
100085,5059255,Closed,currency 1,-1388,0,-1296.0,-1114.0,,0,14116.5,0.0,0.0,0.0,Consumer credit,-1114,
100085,5059256,Active,currency 1,-911,0,915.0,,,0,1350000.0,697500.0,0.0,0.0,Consumer credit,-15,
100085,5059257,Active,currency 1,-493,0,-371.0,,0.0,0,23985.0,0.0,0.0,0.0,Consumer credit,-50,
100055,5827033,Closed,currency 1,-958,0,-806.0,-806.0,,0,119025.0,0.0,0.0,0.0,Consumer credit,-759,
100027,5904153,Closed,currency 1,-1983,0,-1649.0,-1675.0,5130.0,0,40297.5,0.0,0.0,0.0,Consumer credit,-1675,
100027,5904154,Active,currency 1,-143,0,944.0,,,0,427500.0,376713.0,0.0,0.0,Consumer credit,-3,
100027,5904155,Closed,currency 1,-253,0,-130.0,-130.0,0.0,0,157500.0,0.0,0.0,0.0,Consumer credit,-124,
100020,6093292,Active,currency 1,-90,0,277.0,,0.0,0,135000.0,117243.0,0.0,0.0,Consumer credit,-28,
100110,5531774,Active,currency 1,-86,0,218.0,,0.0,0,65511.0,52820.595,0.0,0.0,Consumer credit,-20,
100120,6410975,Active,currency 1,-610,55,486.0,,,0,112500.0,0.0,0.0,166.5,Credit card,-72,
100120,6410976,Active,currency 1,-420,0,310.0,,,0,256410.0,108837.0,0.0,0.0,Consumer credit,-72,
100113,5732198,Closed,currency 1,-1981,0,-1616.0,-1617.0,,0,43722.0,0.0,0.0,0.0,Consumer credit,-1593,3997.485
100113,5732199,Active,currency 1,-753,0,1073.0,,,0,225000.0,163192.5,0.0,0.0,Consumer credit,-14,0.0
100113,5732200,Active,currency 1,-800,0,1026.0,,,0,342000.0,238176.0,0.0,0.0,Consumer credit,-6,0.0
100129,6829119,Active,currency 1,-914,0,6391.0,,,0,10327500.0,10048887.0,0.0,0.0,Mortgage,-28,
100004,6829133,Closed,currency 1,-1326,0,-595.0,-683.0,,0,94500.0,0.0,0.0,0.0,Consumer credit,-682,
100004,6829134,Closed,currency 1,-408,0,-382.0,-382.0,0.0,0,94537.8,0.0,0.0,0.0,Consumer credit,-382,
100068,5086751,Closed,currency 1,-2380,0,,-2020.0,,0,90000.0,,,0.0,Consumer credit,-2020,
100068,5086752,Closed,currency 1,-816,0,,-538.0,,0,4500.0,,,0.0,Consumer credit,-538,
100068,5086753,Closed,currency 1,-2529,0,-1798.0,-1455.0,5912.865,0,120430.8,0.0,0.0,0.0,Consumer credit,-1455,
100068,5086754,Closed,currency 1,-1365,0,-1059.0,-1059.0,0.0,0,36823.14,0.0,0.0,0.0,Consumer credit,-1059,
100068,5086755,Active,currency 1,-400,0,1426.0,,0.0,0,900000.0,799038.0,0.0,0.0,Consumer credit,-35,
100088,6422829,Closed,currency 1,-1337,0,1222.0,-418.0,,0,270000.0,0.0,0.0,0.0,Consumer credit,-390,
100088,6422830,Closed,currency 1,-2736,0,-910.0,-1337.0,,0,540000.0,0.0,0.0,0.0,Consumer credit,-669,
100088,6422831,Closed,currency 1,-1214,0,-664.0,-859.0,,0,157500.0,0.0,,0.0,Consumer credit,-856,
100088,6422832,Active,currency 1,-903,0,,,,0,135000.0,,,0.0,Consumer credit,-42,
100088,6422833,Active,currency 1,-851,0,610.0,,,0,675000.0,403969.5,,0.0,Consumer credit,-28,
100124,5738444,Closed,currency 1,-670,0,-336.0,-335.0,,0,360000.0,0.0,0.0,0.0,Consumer credit,-113,10612.485
100011,5741082,Closed,currency 1,-2508,0,-2173.0,-2197.0,10147.23,0,90744.3,0.0,0.0,0.0,Consumer credit,-2172,
100011,5741083,Closed,currency 1,-1960,0,-860.0,-1618.0,0.0,0,54000.0,0.0,0.0,0.0,Credit card,-1618,
100011,5741084,Closed,currency 1,-1309,0,-1070.0,-1070.0,,0,145242.0,0.0,0.0,0.0,Consumer credit,-1064,
100011,5741085,Closed,currency 1,-1315,0,-1070.0,-968.0,,0,145242.0,,,0.0,Consumer credit,-965,
100061,6830335,Closed,currency 1,-924,0,-738.0,-771.0,,0,37741.5,0.0,,0.0,Consumer credit,-426,
100033,5943236,Active,currency 1,-195,0,913.0,,,0,675000.0,0.0,0.0,0.0,Credit card,-169,
100032,5038523,Closed,currency 1,-951,0,-586.0,-586.0,,0,152910.0,0.0,0.0,0.0,Consumer credit,-585,17437.5
100032,5038524,Closed,currency 1,-1389,0,-662.0,-662.0,,0,454500.0,0.0,0.0,0.0,Consumer credit,-652,17437.5
100032,5038525,Closed,currency 1,-1388,0,-662.0,-662.0,0.0,0,454500.0,0.0,0.0,0.0,Consumer credit,-456,17437.5
100032,5038526,Active,currency 1,-556,0,-191.0,,0.0,0,209250.0,0.0,0.0,0.0,Consumer credit,-54,17437.5
100030,6584422,Closed,currency 1,-840,0,-655.0,-778.0,0.0,0,18500.4,0.0,0.0,0.0,Consumer credit,-778,
100026,5103096,Active,currency 1,-245,0,1581.0,,,0,2700000.0,2542576.5,0.0,0.0,Consumer credit,-23,
100026,5103097,Closed,currency 1,-1644,0,,-916.0,,0,1575000.0,,,0.0,Consumer credit,-914,
100026,5103098,Active,currency 1,-148,0,217.0,,0.0,0,1350000.0,935237.88,0.0,0.0,Microloan,-7,
100063,5680685,Active,currency 1,-381,0,1280.0,,,0,0.0,0.0,0.0,0.0,Credit card,-14,0.0
100078,6460631,Closed,currency 1,-1308,0,519.0,-134.0,,0,292500.0,0.0,0.0,0.0,Consumer credit,-125,54000.0
100078,6460632,Active,currency 1,-862,0,,,0.0,0,540000.0,537165.0,2832.705,0.0,Credit card,-28,54000.0
100111,6295537,Closed,currency 1,-1114,0,-779.0,-838.0,12375.0,0,122418.9,0.0,0.0,0.0,Consumer credit,-838,
100111,6295538,Active,currency 1,-343,0,,,,0,45000.0,0.0,0.0,0.0,Credit card,-339,
100111,6295539,Closed,currency 1,-467,0,258.0,-378.0,,0,24250.5,0.0,0.0,0.0,Consumer credit,-370,
100111,6295540,Closed,currency 1,-373,0,-69.0,-69.0,,0,87295.5,0.0,,0.0,Consumer credit,-57,
100111,6295541,Closed,currency 1,-2257,0,-1890.0,-1889.0,5890.5,0,73138.5,,,0.0,Consumer credit,-1886,
100111,6295542,Closed,currency 1,-1741,0,85.0,-1239.0,21550.5,0,900000.0,,,0.0,Consumer credit,-1239,
100111,6295543,Closed,currency 1,-1726,0,9233.0,-326.0,3150.0,1,45000.0,,,0.0,Credit card,-326,
100111,6295545,Active,currency 1,-356,0,,,0.0,0,99000.0,41665.5,57334.5,0.0,Credit card,-15,
100111,6295546,Closed,currency 1,-336,0,-81.0,-81.0,0.0,0,173363.22,0.0,0.0,0.0,Consumer credit,-78,
100111,6295547,Active,currency 1,-277,0,98.0,,0.0,0,178830.0,62406.81,0.0,0.0,Consumer credit,-5,
100111,6295548,Closed,currency 1,-270,0,-150.0,-150.0,0.0,0,82525.095,0.0,0.0,0.0,Consumer credit,-148,
100023,6296136,Closed,currency 1,-2624,0,-2228.0,-2287.0,2182.5,0,22500.0,0.0,0.0,0.0,Consumer credit,-2287,
100023,6296137,Active,currency 1,-2370,0,-1250.0,-2335.0,0.0,0,45000.0,0.0,0.0,0.0,Credit card,-635,
100023,6296140,Active,currency 1,-984,0,60.0,,,0,45000.0,41881.5,0.0,0.0,Credit card,-34,
100023,6296141,Active,currency 1,-1054,0,773.0,,,0,123637.5,70443.0,0.0,0.0,Consumer credit,-34,
100023,6296142,Closed,currency 1,-1507,0,-1265.0,-1265.0,,0,52483.5,,,0.0,Consumer credit,-1265,
100023,6296143,Closed,currency 1,-1269,0,-871.0,-871.0,,0,63751.5,24714.0,,0.0,Consumer credit,-871,
100023,6296144,Closed,currency 1,-994,0,-810.0,-810.0,,0,93591.0,0.0,,0.0,Credit card,-810,
100023,6296146,Closed,currency 1,-753,0,,-508.0,,0,225000.0,,,0.0,Credit card,-508,
100023,6296147,Closed,currency 1,-508,0,1318.0,-138.0,,0,221121.0,,,0.0,Consumer credit,-135,
100023,6296148,Active,currency 1,-157,0,1669.0,,,0,444078.0,0.0,,0.0,Consumer credit,-5,
100023,6296149,Closed,currency 1,-810,0,-157.0,-157.0,5980.05,0,229591.845,0.0,0.0,0.0,Consumer credit,-157,
100082,5479492,Closed,currency 1,-1448,0,-811.0,-806.0,,0,90000.0,0.0,0.0,0.0,Credit card,-710,
100082,5479493,Closed,currency 1,-1017,0,-712.0,-775.0,,0,90855.0,0.0,0.0,0.0,Consumer credit,-775,
100082,5479494,Closed,currency 1,-1079,0,-276.0,-105.0,,0,360000.0,0.0,0.0,0.0,Credit card,-102,
100082,5479495,Closed,currency 1,-1175,0,-870.0,-992.0,,0,59395.5,0.0,0.0,0.0,Consumer credit,-990,
100082,5479496,Closed,currency 1,-1791,0,35.0,-1543.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-495,
100082,5479497,Active,currency 1,-1270,0,-198.0,,,0,135000.0,124573.5,0.0,0.0,Credit card,-47,
100082,5479498,Active,currency 1,-1479,0,2174.0,,,0,3600000.0,2188683.0,0.0,0.0,Mortgage,-47,
100082,5479499,Closed,currency 1,-2572,0,-1469.0,-1469.0,,0,87750.0,0.0,,0.0,Credit card,-749,
100082,5479500,Closed,currency 1,-2035,0,8930.0,-1517.0,1449.0,1,225000.0,,,0.0,Credit card,-1517,
100082,5479502,Closed,currency 1,-1404,0,9556.0,-779.0,31707.0,0,501750.0,,,0.0,Credit card,-779,
100082,5479503,Closed,currency 1,-601,0,1226.0,-360.0,0.0,0,1350000.0,,,0.0,Consumer credit,-360,
100082,5479504,Closed,currency 1,-592,0,10365.0,-456.0,0.0,0,481500.0,,,0.0,Credit card,-456,
100082,5479505,Active,currency 1,-361,0,1465.0,,0.0,0,1462500.0,,,0.0,Consumer credit,-88,
100082,5479506,Active,currency 1,-157,0,10802.0,,0.0,0,148500.0,,,0.0,Credit card,-80,
100079,6445631,Closed,currency 1,-553,0,-371.0,-357.0,,0,60781.5,0.0,0.0,0.0,Consumer credit,-354,
100020,6093289,Closed,currency 1,-492,0,-311.0,-311.0,0.0,0,19125.0,0.0,0.0,0.0,Consumer credit,-310,
100020,6093290,Closed,currency 1,-288,0,-104.0,-135.0,0.0,0,29160.0,0.0,0.0,0.0,Consumer credit,-133,
100020,6093291,Active,currency 1,-176,0,8.0,,0.0,0,16200.0,5845.5,0.0,0.0,Consumer credit,-52,
100009,5651008,Closed,currency 1,-1259,0,-1080.0,-986.0,,0,114799.5,,,0.0,Consumer credit,-983,
100087,5665567,Closed,currency 1,-644,0,-277.0,-276.0,,0,194400.0,0.0,0.0,0.0,Consumer credit,-275,
100087,5665568,Closed,currency 1,-644,0,-277.0,-276.0,,0,53010.0,0.0,0.0,0.0,Consumer credit,-275,
100063,5680682,Closed,currency 1,-384,0,-19.0,-353.0,,0,112896.0,0.0,,0.0,Consumer credit,-260,0.0
100063,5680683,Active,currency 1,-381,0,1280.0,,,0,0.0,0.0,0.0,0.0,Credit card,-14,0.0
100063,5680684,Active,currency 1,-381,0,746.0,,,0,900000.0,705651.345,,0.0,Consumer credit,-13,0.0
100063,5680686,Closed,currency 1,-2781,0,-2446.0,-2474.0,,0,57906.0,0.0,,0.0,Consumer credit,-857,
100063,5680687,Closed,currency 1,-2909,0,-1934.0,-1932.0,,0,873000.0,0.0,0.0,0.0,Car loan,-1927,
100063,5680688,Closed,currency 1,-2565,0,-1835.0,-1952.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-1952,0.0
100063,5680689,Closed,currency 1,-248,0,848.0,-241.0,,0,585000.0,0.0,0.0,0.0,Credit card,-226,0.0
100063,5680690,Closed,currency 1,-354,0,-98.0,-98.0,,0,18000.0,0.0,0.0,0.0,Credit card,-96,
100063,5680691,Closed,currency 1,-1275,0,-1123.0,-1160.0,,0,13680.0,0.0,0.0,0.0,Consumer credit,-1159,13761.0
100063,5680692,Closed,currency 1,-1326,0,-230.0,-249.0,,0,108000.0,0.0,0.0,0.0,Credit card,-247,12019.5
100063,5680693,Closed,currency 1,-1348,0,-252.0,-362.0,,0,494505.0,0.0,0.0,0.0,Consumer credit,-359,0.0
100063,5680694,Closed,currency 1,-1806,0,-1075.0,-1316.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-1315,0.0
100063,5680695,Active,currency 1,-1011,0,11.0,,,0,40500.0,29988.0,0.0,0.0,Credit card,-4,0.0
100063,5680696,Active,currency 1,-266,0,915.0,,,0,180000.0,169758.0,0.0,0.0,Credit card,-171,0.0
100063,5680697,Active,currency 1,-238,0,858.0,,,0,585000.0,479065.5,0.0,0.0,Credit card,-9,0.0
100063,5680698,Closed,currency 1,-2497,0,-303.0,-915.0,,0,202500.0,,,0.0,Credit card,-914,14232.51
100063,5680699,Active,currency 1,-266,0,708.0,,2502.0,0,520344.0,267426.0,,0.0,Consumer credit,-10,
100083,6307728,Active,currency 1,-494,0,1332.0,,,0,2153641.5,1756003.5,0.0,0.0,Car loan,-32,
100083,6307729,Closed,currency 1,-1964,0,-503.0,-525.0,,0,1084239.0,0.0,,0.0,Car loan,-525,
100114,6454954,Closed,currency 1,-1075,0,-770.0,-770.0,,0,68877.0,0.0,0.0,0.0,Consumer credit,-624,
100114,6454955,Closed,currency 1,-797,0,-614.0,-612.0,,0,22455.0,0.0,0.0,0.0,Consumer credit,-610,
100114,6454956,Active,currency 1,-1000,0,,,3316.815,0,69750.0,45634.5,24114.915,0.0,Credit card,-22,
100114,6454957,Active,currency 1,-648,0,,,0.0,0,72695.88,0.0,72695.88,0.0,Credit card,-85,
100099,6221641,Closed,currency 1,-833,0,-651.0,-647.0,,0,45531.0,0.0,0.0,0.0,Consumer credit,-646,
100099,6221642,Closed,currency 1,-1010,0,-645.0,-430.0,,0,0.0,0.0,0.0,0.0,Credit card,-423,0.0
100099,6221643,Active,currency 1,-1504,0,322.0,,,0,494550.0,90670.5,0.0,0.0,Consumer credit,-10,
100099,6221644,Active,currency 1,-1161,0,666.0,,,0,197820.0,94864.5,0.0,0.0,Consumer credit,-31,0.0
100099,6221645,Closed,currency 1,-478,0,252.0,-350.0,,0,450000.0,,,0.0,Consumer credit,-350,
100099,6221646,Closed,currency 1,-570,0,-205.0,-350.0,,0,225000.0,,,0.0,Consumer credit,-350,4828.5
100099,6221647,Active,currency 1,-350,0,1476.0,,,0,512901.0,,,0.0,Consumer credit,-12,5562.0
100099,6221648,Active,currency 1,-162,0,1664.0,,,0,613350.0,,,0.0,Consumer credit,-5,
100099,6221649,Active,currency 1,-350,0,,,,0,90000.0,,,0.0,Credit card,-5,5562.0
100099,6221650,Closed,currency 1,-772,0,-590.0,-590.0,0.0,0,63022.5,0.0,0.0,0.0,Consumer credit,-587,9675.0
100073,5490698,Active,currency 1,-524,0,1045.0,,,0,180000.0,165465.0,0.0,0.0,Credit card,-42,
100073,5490699,Closed,currency 1,-1788,0,-1468.0,-1468.0,,0,151983.0,,,0.0,Consumer credit,-1459,
100073,5490700,Active,currency 1,-1015,0,,,54907.965,0,1575000.0,1149471.0,425528.64,0.0,Credit card,-39,
100073,5490701,Active,currency 1,-181,0,,,0.0,0,270000.0,222187.5,47810.79,0.0,Credit card,-25,
100116,6403246,Active,currency 1,-385,0,31066.0,,,0,90000.0,65527.155,24472.845,0.0,Credit card,-10,
100116,6403247,Closed,currency 1,-1375,0,-1038.0,-1058.0,,0,107430.48,0.0,,0.0,Consumer credit,-735,
100116,6403248,Closed,currency 1,-2831,0,-2617.0,-2707.0,,0,80955.0,0.0,,0.0,Consumer credit,-735,
100116,6403249,Closed,currency 1,-2654,0,-2288.0,-2260.0,,0,279720.0,0.0,,0.0,Consumer credit,-482,
100116,6403250,Closed,currency 1,-2908,0,-2512.0,-2814.0,,0,70549.02,0.0,,0.0,Consumer credit,-735,
100116,6403251,Active,currency 1,-428,0,-93.0,,,0,186048.0,0.0,,0.0,Consumer credit,-170,
100116,6403252,Active,currency 1,-928,0,-805.0,,,0,32443.875,385.785,,0.0,Consumer credit,-735,
100116,6403253,Active,currency 1,-202,0,165.0,,,0,407520.0,213154.38,,0.0,Consumer credit,-3,
100116,6403255,Active,currency 1,-104,0,994.0,,,0,135000.0,0.0,0.0,0.0,Credit card,-12,
100116,6403256,Closed,currency 1,-614,0,-430.0,-458.0,,0,72805.5,0.0,0.0,0.0,Consumer credit,-457,
100116,6403257,Closed,currency 1,-1274,0,-1179.0,-1168.0,,0,44455.5,0.0,0.0,0.0,Consumer credit,-820,
100116,6403258,Active,currency 1,-1707,0,476.0,,,0,468000.0,439812.0,0.0,0.0,Credit card,-8,
100116,6403259,Active,currency 1,-1361,0,463.0,,,0,1800000.0,486315.0,0.0,0.0,Consumer credit,0,
100116,6403260,Closed,currency 1,-2396,0,-570.0,-1350.0,,0,2372521.5,0.0,,0.0,Car loan,-1350,
100116,6403262,Closed,currency 1,-1082,0,-716.0,-716.0,0.0,0,96489.225,0.0,0.0,0.0,Consumer credit,-711,
100116,6403263,Active,currency 1,-188,0,908.0,,28152.855,0,1350000.0,1225219.5,0.0,0.0,Consumer credit,-11,
100105,6153027,Closed,currency 1,-784,0,-54.0,-34.0,,0,699300.0,0.0,0.0,0.0,Consumer credit,-23,
100002,6158904,Closed,currency 1,-1125,0,-1038.0,-1038.0,,0,40761.0,,,0.0,Credit card,-1038,0.0
100002,6158905,Closed,currency 1,-476,0,,-48.0,,0,0.0,0.0,,0.0,Credit card,-47,
100002,6158906,Closed,currency 1,-1437,0,-1072.0,-1185.0,0.0,0,135000.0,0.0,0.0,0.0,Consumer credit,-1185,0.0
100002,6158907,Closed,currency 1,-1121,0,-911.0,-911.0,3321.0,0,19071.0,,,0.0,Consumer credit,-906,0.0
100002,6158908,Closed,currency 1,-645,0,85.0,-36.0,5043.645,0,120735.0,0.0,0.0,0.0,Consumer credit,-34,0.0
100002,6158909,Active,currency 1,-103,0,,,40.5,0,31988.565,0.0,31988.565,0.0,Credit card,-24,0.0
100039,5153442,Active,currency 1,-91,0,1379.0,,,0,0.0,0.0,0.0,0.0,Credit card,-28,
100039,5153444,Closed,currency 1,-1485,0,-1406.0,-1406.0,,0,69970.5,,,0.0,Consumer credit,-1406,
100039,5153445,Closed,currency 1,-846,0,-788.0,-788.0,,0,32008.5,0.0,,0.0,Consumer credit,-788,
