SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1811514,100027,-11,12.0,8.0,Active,0,0
1810518,100003,-23,12.0,10.0,Active,0,0
1944776,100054,-33,12.0,4.0,Active,0,0
1514468,100059,-39,3.0,0.0,Completed,0,0
1810518,100003,-25,12.0,12.0,Active,0,0
2803221,100045,-40,14.0,5.0,Active,0,0
1692033,100007,-6,24.0,18.0,Active,0,0
2339761,100063,-3,36.0,14.0,Active,0,0
1390369,100034,-19,6.0,5.0,Active,0,0
1131053,100023,-77,8.0,5.0,Active,0,0
1597345,100016,-93,10.0,5.0,Active,0,0
2339761,100063,-10,36.0,21.0,Active,1,1
2421381,100009,-21,6.0,0.0,Completed,0,0
1514328,100032,-45,6.0,2.0,Active,0,0
1189316,100025,-38,18.0,0.0,Completed,0,0
1562063,100017,-14,24.0,18.0,Active,0,0
1528842,100061,-24,24.0,22.0,Active,0,0
2572058,100053,-19,24.0,22.0,Active,0,0
1944776,100054,-34,12.0,5.0,Active,0,0
2227125,100009,-10,6.0,6.0,Active,0,0
1907290,100008,-72,10.0,5.0,Active,0,0
2480304,100012,-13,18.0,14.0,Active,0,0
1514328,100032,-43,6.0,0.0,Completed,0,0
1692033,100007,-5,24.0,17.0,Active,0,0
1366913,100048,-15,18.0,18.0,Active,0,0
1528842,100061,-9,24.0,7.0,Active,0,0
1514468,100059,-41,6.0,5.0,Active,0,0
2243829,100012,-55,9.0,9.0,Active,0,0
1717648,100052,-10,6.0,6.0,Active,0,0
1359598,100009,-91,5.0,0.0,Active,0,0
1185699,100043,-77,8.0,6.0,Active,0,0
1597345,100016,-92,10.0,4.0,Active,0,0
2794143,100011,-12,30.0,2.0,Active,0,0
1176822,100018,-46,12.0,4.0,Active,0,0
1950847,100061,-45,12.0,6.0,Active,0,0
1077565,100039,-22,42.0,41.0,Active,0,0
2426800,100047,-48,10.0,10.0,Active,0,0
2794143,100011,-10,30.0,0.0,Completed,0,0
1182112,100049,-8,12.0,6.0,Active,0,0
1923010,100037,-79,6.0,0.0,Completed,0,0
1194857,100061,-13,30.0,20.0,Active,0,0
1251047,100016,-26,24.0,15.0,Active,0,0
2243829,100012,-49,9.0,3.0,Active,0,0
1874778,100056,-71,54.0,54.0,Active,0,0
2088496,100044,-73,24.0,19.0,Active,0,0
1874778,100056,-46,54.0,29.0,Active,0,0
2164190,100012,-15,24.0,11.0,Active,0,0
1528842,100061,-8,24.0,6.0,Active,0,0
1191663,100060,-10,5.0,0.0,Completed,0,0
2794143,100011,-14,30.0,4.0,Active,0,0
1516108,100044,-10,6.0,3.0,Active,0,0
2299329,100006,-14,5.0,0.0,Active,0,0
1562063,100017,-16,24.0,20.0,Active,0,0
2803221,100045,-39,14.0,4.0,Active,0,0
1944776,100054,-31,12.0,2.0,Active,0,0
1168900,100051,-13,24.0,19.0,Active,0,0
1516108,100044,-7,6.0,0.0,Completed,0,0
1461079,100014,-26,12.0,10.0,Active,0,0
1366912,100048,-2,18.0,10.0,Active,0,0
2803221,100045,-44,14.0,9.0,Active,0,0
2572058,100053,-17,24.0,20.0,Active,0,0
2299329,100006,-18,12.0,11.0,Active,0,0
2835799,100025,-34,18.0,17.0,Active,0,0
2218188,100008,-8,10.0,5.0,Active,0,0
1413109,100009,-10,12.0,8.0,Active,0,0
2572058,100053,-11,10.0,0.0,Active,0,0
1251951,100018,-3,10.0,7.0,Active,0,0
2001242,100007,-14,17.0,3.0,Active,0,0
2001242,100007,-11,17.0,0.0,Completed,0,0
2572058,100053,-10,10.0,0.0,Completed,0,0
2803221,100045,-42,14.0,7.0,Active,0,0
1194857,100061,-21,30.0,28.0,Active,0,0
2480304,100012,-9,18.0,10.0,Active,0,0
1176822,100018,-48,12.0,6.0,Active,0,0
2794143,100011,-23,30.0,13.0,Active,0,0
2480304,100012,-11,18.0,12.0,Active,0,0
1212261,100053,-11,12.0,12.0,Active,0,0
1223113,100046,-15,18.0,16.0,Active,0,0
1670175,100035,-34,18.0,5.0,Active,0,0
1515914,100016,-72,12.0,6.0,Active,0,0
1514328,100032,-48,6.0,5.0,Active,0,0
2662898,100029,-11,6.0,6.0,Active,0,0
1027737,100015,-74,10.0,5.0,Active,0,0
1485871,100021,-18,6.0,4.0,Active,0,0
1597345,100016,-87,10.0,0.0,Active,0,0
1562063,100017,-18,24.0,22.0,Active,0,0
1027737,100015,-76,10.0,7.0,Active,0,0
2769249,100017,-76,10.0,6.0,Active,0,0
1413109,100009,-7,12.0,5.0,Active,0,0
2164190,100012,-20,24.0,16.0,Active,0,0
1229670,100059,-15,3.0,0.0,Completed,0,0
1950847,100061,-43,12.0,3.0,Active,0,0
1748547,100062,-2,48.0,40.0,Active,0,0
2411919,100023,-57,14.0,10.0,Active,0,0
1198431,100035,-56,12.0,10.0,Active,0,0
2454202,100023,-7,24.0,22.0,Active,0,0
1194857,100061,-11,30.0,18.0,Active,0,0
1692033,100007,-7,24.0,19.0,Active,0,0
2396755,100003,-67,12.0,2.0,Active,0,0
2396755,100003,-72,12.0,7.0,Active,0,0
1143325,100030,-92,1.0,0.0,Active,0,0
1564014,100004,-25,4.0,2.0,Active,0,0
1772508,100026,-13,2.0,0.0,Active,0,0
2001242,100007,-23,18.0,13.0,Active,0,0
2052027,100045,-15,36.0,17.0,Active,0,0
1219930,100035,-63,6.0,1.0,Active,0,0
1194857,100061,-10,30.0,17.0,Active,0,0
1811514,100027,-4,12.0,0.0,Active,0,0
1528842,100061,-16,24.0,14.0,Active,0,0
1191663,100060,-14,36.0,35.0,Active,0,0
1131053,100023,-76,8.0,4.0,Active,0,0
1223113,100046,-13,18.0,14.0,Active,0,0
1077565,100039,-16,42.0,35.0,Active,0,0
1514918,100049,-43,10.0,4.0,Active,0,0
1182112,100049,-3,12.0,1.0,Active,0,0
1772508,100026,-12,2.0,0.0,Completed,0,0
2462742,100007,-53,12.0,7.0,Active,0,0
1528842,100061,-22,24.0,20.0,Active,0,0
2164190,100012,-10,24.0,6.0,Active,0,0
2119973,100007,-76,10.0,9.0,Active,0,0
2339761,100063,-18,36.0,30.0,Active,0,0
2052027,100045,-12,36.0,14.0,Active,0,0
1038818,100002,-18,24.0,23.0,Active,0,0
2384838,100037,-14,12.0,8.0,Active,0,0
1223113,100046,-8,18.0,9.0,Active,0,0
1223113,100046,-6,18.0,7.0,Active,0,0
2794143,100011,-21,30.0,11.0,Active,0,0
2492683,100043,-15,26.0,0.0,Active,0,0
2243829,100012,-48,12.0,2.0,Active,0,0
1366912,100048,-6,18.0,14.0,Active,0,0
2824473,100016,-43,24.0,23.0,Active,0,0
2449573,100035,-51,7.0,5.0,Active,0,0
2299329,100006,-19,12.0,12.0,Active,0,0
2454202,100023,-8,24.0,23.0,Active,0,0
1692033,100007,-12,24.0,24.0,Active,0,0
1528842,100061,-13,24.0,11.0,Active,0,0
1193310,100009,-45,6.0,2.0,Active,0,0
2794143,100011,-24,30.0,14.0,Active,0,0
2794143,100011,-15,30.0,5.0,Active,0,0
2803221,100045,-45,14.0,10.0,Active,0,0
1252218,100026,-46,6.0,5.0,Active,0,0
1560053,100049,-75,12.0,7.0,Active,0,0
2396755,100003,-71,12.0,6.0,Active,0,0
1359598,100009,-90,5.0,0.0,Active,0,0
1042128,100040,-95,4.0,0.0,Completed,0,0
2572058,100053,-12,24.0,15.0,Active,0,0
2824473,100016,-33,24.0,13.0,Active,0,0
2001242,100007,-12,17.0,1.0,Active,0,0
1907290,100008,-68,10.0,1.0,Active,0,0
1176822,100018,-51,12.0,9.0,Active,0,0
1461368,100040,-24,24.0,14.0,Active,0,0
2794143,100011,-33,30.0,24.0,Active,0,0
1186888,100008,-82,6.0,5.0,Active,0,0
2164190,100012,-17,24.0,13.0,Active,0,0
2164190,100012,-12,24.0,8.0,Active,0,0
2164190,100012,-6,24.0,2.0,Active,0,0
1874778,100056,-45,54.0,28.0,Active,0,0
2500673,100035,-22,24.0,21.0,Active,0,0
2052027,100045,-25,36.0,27.0,Active,0,0
1176822,100018,-52,12.0,10.0,Active,0,0
2305060,100041,-45,12.0,8.0,Active,0,0
1944776,100054,-32,12.0,3.0,Active,0,0
2305060,100041,-37,12.0,0.0,Active,25,0
2824473,100016,-38,24.0,18.0,Active,0,0
1748547,100062,-10,48.0,48.0,Active,0,0
2078043,100006,-5,1.0,0.0,Active,0,0
1366912,100048,-10,18.0,18.0,Active,0,0
1940724,100007,-24,12.0,0.0,Completed,0,0
1811514,100027,-6,12.0,3.0,Active,0,0
1515914,100016,-74,12.0,8.0,Active,0,0
1515914,100016,-68,12.0,2.0,Active,0,0
1514918,100049,-44,10.0,5.0,Active,0,0
1973524,100021,-87,6.0,1.0,Active,0,0
2305060,100041,-38,12.0,1.0,Active,0,0
2001242,100007,-17,17.0,6.0,Active,0,0
2305060,100041,-43,12.0,6.0,Active,0,0
1390369,100034,-15,5.0,0.0,Completed,0,0
1670175,100035,-46,18.0,17.0,Active,0,0
1515914,100016,-76,12.0,10.0,Active,0,0
1182112,100049,-12,12.0,10.0,Active,0,0
1430602,100011,-74,12.0,3.0,Active,9,9
1194857,100061,-8,30.0,15.0,Active,0,0
1288446,100045,-85,6.0,0.0,Completed,0,0
2824473,100016,-42,24.0,22.0,Active,0,0
2572058,100053,-13,24.0,16.0,Active,0,0
2063227,100044,-48,48.0,46.0,Active,0,0
1845713,100040,-93,6.0,2.0,Active,0,0
1564014,100004,-24,3.0,0.0,Completed,0,0
2305060,100041,-44,12.0,7.0,Active,0,0
1597345,100016,-95,10.0,7.0,Active,0,0
2396755,100003,-70,12.0,5.0,Active,0,0
2339761,100063,-19,36.0,31.0,Active,0,0
2339761,100063,-20,36.0,32.0,Active,0,0
2119973,100007,-77,10.0,10.0,Active,0,0
2164190,100012,-9,24.0,5.0,Active,0,0
1077565,100039,-15,8.0,0.0,Active,0,0
2164190,100012,-13,24.0,9.0,Active,0,0
1597345,100016,-96,10.0,8.0,Active,0,0
2063227,100044,-42,48.0,40.0,Active,0,0
1814975,100054,-27,12.0,11.0,Active,0,0
1359598,100009,-94,5.0,2.0,Active,0,0
1223113,100046,-12,18.0,13.0,Active,0,0
1692033,100007,-11,24.0,23.0,Active,0,0
2447872,100027,-20,10.0,4.0,Active,0,0
1811514,100027,-7,12.0,4.0,Active,0,0
2339761,100063,-24,36.0,36.0,Active,0,0
2384838,100037,-13,12.0,7.0,Active,0,0
2119973,100007,-74,10.0,7.0,Active,0,0
1528842,100061,-21,24.0,19.0,Active,0,0
1035321,100047,-77,10.0,0.0,Active,0,0
2339761,100063,-11,36.0,23.0,Active,0,0
1811514,100027,-5,12.0,2.0,Active,0,0
1811514,100027,-12,12.0,9.0,Active,0,0
2396755,100003,-68,12.0,3.0,Active,0,0
1334240,100037,-51,5.0,0.0,Completed,0,0
1636219,100056,-92,12.0,12.0,Active,0,0
2425354,100035,-39,12.0,12.0,Active,0,0
1548007,100061,-39,12.0,11.0,Active,0,0
2425354,100035,-34,12.0,7.0,Active,0,0
2063227,100044,-40,48.0,38.0,Active,0,0
1194857,100061,-22,30.0,29.0,Active,0,0
2426800,100047,-47,10.0,9.0,Active,0,0
2425354,100035,-38,12.0,11.0,Active,0,0
1548007,100061,-36,12.0,8.0,Active,0,0
2425354,100035,-32,12.0,5.0,Active,0,0
1194857,100061,-18,30.0,25.0,Active,0,0
1485871,100021,-17,3.0,0.0,Completed,0,0
2769249,100017,-74,10.0,4.0,Active,0,0
1223113,100046,-9,18.0,10.0,Active,0,0
1636219,100056,-88,12.0,8.0,Active,0,0
1461368,100040,-33,24.0,23.0,Active,0,0
1907290,100008,-73,10.0,6.0,Active,0,0
2164190,100012,-26,24.0,22.0,Active,0,0
1597345,100016,-94,10.0,6.0,Active,0,0
2449573,100035,-47,7.0,1.0,Active,0,0
2299329,100006,-20,,,Returned to the store,0,0
1189316,100025,-40,18.0,2.0,Active,0,0
1670175,100035,-31,18.0,2.0,Active,0,0
2425354,100035,-37,12.0,10.0,Active,0,0
1670175,100035,-38,18.0,9.0,Active,0,0
1874778,100056,-22,54.0,4.0,Active,0,0
1027737,100015,-73,10.0,4.0,Active,0,0
1496284,100039,-76,4.0,1.0,Active,0,0
1185699,100043,-76,8.0,5.0,Active,0,0
1496284,100039,-77,4.0,2.0,Active,0,0
1874778,100056,-23,54.0,6.0,Active,0,0
2001242,100007,-24,18.0,14.0,Active,0,0
1562063,100017,-12,24.0,16.0,Active,0,0
2480304,100012,-6,18.0,7.0,Active,0,0
1923010,100037,-81,6.0,1.0,Active,0,0
1137041,100044,-73,18.0,5.0,Active,0,0
1189316,100025,-46,18.0,8.0,Active,0,0
2052027,100045,-10,36.0,12.0,Active,0,0
2052027,100045,-18,36.0,20.0,Active,0,0
2094741,100059,-15,12.0,11.0,Active,0,0
2001242,100007,-18,17.0,7.0,Active,0,0
2078043,100006,-6,48.0,48.0,Active,0,0
1709863,100036,-12,12.0,11.0,Active,0,0
1366912,100048,-7,18.0,15.0,Active,0,0
1193310,100009,-46,6.0,3.0,Active,0,0
1786922,100041,-86,6.0,4.0,Active,0,0
1251047,100016,-34,24.0,23.0,Active,0,0
1562063,100017,-9,24.0,13.0,Active,0,0
2449573,100035,-52,7.0,6.0,Active,0,0
1814975,100054,-28,12.0,12.0,Active,0,0
1182112,100049,-5,12.0,3.0,Active,0,0
1874778,100056,-40,54.0,23.0,Active,0,0
2440070,100061,-32,3.0,0.0,Completed,0,0
1193310,100009,-44,6.0,1.0,Active,0,0
2001242,100007,-13,17.0,2.0,Active,0,0
1874778,100056,-21,54.0,3.0,Active,0,0
1029269,100039,-59,6.0,6.0,Active,0,0
1528842,100061,-7,24.0,5.0,Active,0,0
2613879,100008,-16,30.0,25.0,Active,0,0
1366913,100048,-13,18.0,16.0,Active,0,0
2349489,100010,-27,10.0,2.0,Active,0,0
1845713,100040,-90,6.0,0.0,Active,0,0
2384838,100037,-12,12.0,6.0,Active,0,0
1923010,100037,-82,6.0,2.0,Active,0,0
1176822,100018,-43,12.0,1.0,Active,0,0
1811514,100027,-8,12.0,4.0,Active,0,0
2339761,100063,-12,36.0,24.0,Active,0,0
1810518,100003,-21,12.0,8.0,Active,0,0
1212261,100053,-5,12.0,6.0,Active,0,0
2426800,100047,-42,24.0,4.0,Active,0,0
2411919,100023,-50,14.0,3.0,Active,0,0
2339761,100063,-14,36.0,25.0,Active,0,0
2492683,100043,-19,60.0,38.0,Active,0,0
1223113,100046,-3,18.0,3.0,Active,0,0
1548007,100061,-30,12.0,2.0,Active,0,0
2454202,100023,-6,24.0,21.0,Active,0,0
1194857,100061,-12,30.0,19.0,Active,0,0
1366913,100048,-10,5.0,0.0,Completed,0,0
2384838,100037,-9,12.0,3.0,Active,0,0
2384838,100037,-15,12.0,9.0,Active,0,0
2803221,100045,-47,14.0,12.0,Active,0,0
2134202,100055,-19,12.0,6.0,Active,0,0
1131053,100023,-74,8.0,2.0,Active,0,0
1271192,100025,-66,6.0,4.0,Active,0,0
2164190,100012,-8,24.0,4.0,Active,0,0
1845713,100040,-89,6.0,0.0,Active,0,0
1528842,100061,-18,24.0,16.0,Active,0,0
1191663,100060,-15,36.0,36.0,Active,0,0
1514328,100032,-47,6.0,4.0,Active,0,0
1194857,100061,-6,30.0,13.0,Active,0,0
1692033,100007,-2,24.0,14.0,Active,0,0
2604720,100035,-25,2.0,0.0,Completed,0,0
1620327,100019,-27,12.0,8.0,Active,0,0
1191663,100060,-13,36.0,34.0,Active,0,0
1950847,100061,-50,12.0,11.0,Active,0,0
1923010,100037,-80,6.0,0.0,Active,0,0
1528842,100061,-11,24.0,9.0,Active,0,0
2384838,100037,-18,12.0,12.0,Active,0,0
2037234,100033,-28,12.0,12.0,Active,0,0
2421381,100009,-22,6.0,1.0,Active,0,0
1029269,100039,-56,6.0,3.0,Active,0,0
1186888,100008,-78,6.0,1.0,Active,0,0
2411919,100023,-54,14.0,7.0,Active,0,0
2769249,100017,-75,10.0,5.0,Active,0,0
2119973,100007,-75,10.0,8.0,Active,0,0
2480304,100012,-15,18.0,16.0,Active,0,0
2803221,100045,-43,14.0,8.0,Active,0,0
2384838,100037,-17,12.0,11.0,Active,0,0
2305060,100041,-36,12.0,0.0,Completed,0,0
2299329,100006,-16,12.0,9.0,Active,0,0
1191663,100060,-12,36.0,33.0,Active,0,0
2411919,100023,-55,14.0,8.0,Active,0,0
1029269,100039,-57,6.0,4.0,Active,0,0
1874778,100056,-26,54.0,9.0,Active,0,0
2480304,100012,-5,12.0,0.0,Completed,0,0
1786922,100041,-84,6.0,2.0,Active,0,0
2052027,100045,-13,36.0,15.0,Active,0,0
1528842,100061,-10,24.0,8.0,Active,0,0
1905091,100035,-24,24.0,24.0,Active,0,0
1845713,100040,-87,6.0,0.0,Active,0,0
1131053,100023,-75,8.0,3.0,Active,0,0
1845713,100040,-94,6.0,3.0,Active,0,0
2314167,100045,-56,16.0,10.0,Active,0,0
1709863,100036,-8,12.0,7.0,Active,0,0
2349489,100010,-26,10.0,1.0,Active,0,0
1548007,100061,-28,12.0,0.0,Completed,0,0
1239349,100025,-24,18.0,13.0,Active,0,0
1252218,100026,-44,6.0,3.0,Active,0,0
1186888,100008,-77,6.0,0.0,Completed,0,0
1223113,100046,-5,18.0,6.0,Active,0,0
1692033,100007,-4,24.0,16.0,Active,0,0
